,23CN2P1,3NUCLE1,ADNK1,NTD7,PUNP1,ADD,ADPT,AHCYSNS,MTAN,PPM,PUNP2,PUNP3,PUNP5,PUNP7,PUNP8,PYNP1,PYNP2r,PNP,HXPRT,PUNP6,HXAND,ATPPRT,GUAPRT,NAPRT,ORPT,PRPPS,AMMQT7,CYTOM,RHCYS,UPP3MT_2,MTRK,SPMS,SPRMS,ADPRDP,PYRIS,RBK,RPI,TKT1,DADNK,DURIPP,NTD6,PPM2,PUNP4,TMDPP,3NUCLE4,GUAD,NTD9,NTD10,XAND,XPPT,3NUCLE3,CYTD,CYTDK1,CYTDK2,ITCY,NTD4,3NUCLE2,NTD2,UPPRT,URIK1,URIK2,URIK3,NMNHYD,NNAM,ADSS,ANPRT,GLUPRT,GMPR,IMPC,IMPD,NNDPR,DINSK,PRATPP,GK1,GK2,GMPS2,NNATr,DHORDi,OMPDC,ADMDC,AMAOTr,CYOR3m,CYTB_B2,CYTB_B3,DHNAOT7,METAT,NTR3B,MCSNAH,CYSTS,METS,SHCHD2_1,UPP3S,MTRI,AGMT,SPMDAT1,SPMDAT3,DRPA,EDA,FBA,GAPDi_nadp,GLNS,TALA,TGBPA,TKT2,TPI,TRPS1,DB4PS,GND,RBK_Dr,RPE,DXPS,GAPD,RBP4E,XYLK,DADK,DCYTD,DURIK1,NTD1,DRBK,DGNSK,NTD8,NTD5,TMDK1,23CN2P4,URIC,23CN2P3,CYTK1,CMPDAi,NDPK1,RNDR2,NDPK9,CDGPT_BS,CDPDSP_BS,LIPO1S24_BS,LIPO2S24_BS,LIPO3S24_BS,LIPO4S24_BS,MECDPS,TECA1S45,TECA2S45,TECA3S45,23CN2P2,PAPPT3,TECA4S_BS,TEICH45,UMPK,NMNAT,ADSL1r,ARGSS,ASNN,ASPK,ASPTA,PRASCSi,ANS,PRAIi,ABTA,ACGS,ACOTA,ALATA_L,APTA1i,DHFS,GLU5K,GLUDxi,GLUR,GLUTRS,HSTPTr,ILETA,LEUTA,ORNTAC_1,PHETA1,PRAGSr,PSERT,TYRTA,VALTA,AICART,QULNS,PRAMPC_1,ADCS,AHSERL4,ALAR,ALDD31_1,AMAA,ARGKr,ARGSL,ASNS1,CBPS,CLPNS2_BS,CTPS1,CTPS2,CYSS_2,CYSTGL,DAPDC,FGLU_1,FMETDF,G3PD4,GALT,GALUi,GF6PTA,GHMT2r,GLUN,GLUSy,GLYAT,HISDr,HISTD,IG3PS_1,ILEDHr,LLEUDr,LYSAM,LYSLG_BS,METSR_R1,METSR_S1,MTHFC,NADH4,NADK1,NDPK2,NDPK3,NDPK4,NDPK5,NDPK7,NDPK8,ORNTA_1,P5CD,P5CR,PGPPH_BS,PPNCL,PPTGS_BS,PRFGS_1,PSDC_BS,PSP_L,SARCOX,SERAT,SHSL3,SUCD5_BS,THRS,UAGDP,UGT1_BS,UGT2_BS,UGT_BS,UNK5,VALDHr,NADK2,RNDR1,NADS1,ASPO6,ASPO1,CAT,DALAOX,DHORTS,GLYCTO1,GLYO1,METSR_R2,METSR_S2,SPODM,AOXSr,DBTS,CYOO3,HEXTT,NPHS,NTRIR2x,CYSTL,SHSL2,DHFR,LAAL19,LAAL20,LAAL21,LAAL22,LAAL23,LAAL28,LAAL32,LAAL42,METTRS,MTHFR3,SHCHF_2,HMBS,UPPDC1,MDRPD,ALLTAHr,ARGDC,UREA,MACCOAT,ACACT1r,ACACT2r,ACACT3r,ACACT4r,ACACT5r_1,ACACT6r_1,ACACT7r,ACPS1,ACS,ACS2,ACTD2,AGPATr_BS,AKGDH,CHCOAL,FACOAL140,FACOAL140_ISO,FACOAL150_ISO,FACOAL150_anteiso,FACOAL160,FACOAL160_ISO,FACOAL161,FACOAL161_ISO,FACOAL170_ISO,FACOAL170_anteiso,FACOAL171_ISO,FACOAL171_anteiso,FACOAL180_2,FACOAL181,G1PACT,HMGCOAS,HMGL,HSST,MMSAD1,MMSAD2,MMSAD3,MMSDHir,OIVD1r,OIVD2,OIVD3,PBUTT,PDH,PTA2,PTAr,SUCBZL,SUCOAS,ALCD2y,ALDD2x,ETHAAL,FDMO1,ACHBS,ACLS,DDGLK,DHDPS,LDH_L,MCITL2,PC,PPS,X00002,ALKP,FRUK,FBA2,FBP,G3PD1ir,INSCR,MGSA,PFK,RMPA,PGK,LAAL35,LAAL36,LAAL37,LAAL38,DDPA,HEX7,G6PDA,M1PD,MAN6PI,PGI,PFK_2,IGPS,LAAL33,LAAL34,FDH,GART,RBFSa,GNKr,PGL,ARABDI,2S6HCCi,ADCL,ALAD_L,DXPRIi,GLCRAL_1,ICHORT,MALDDH,ME2,PYK,SERD_D,SERD_L,TRPAS1,RBK_L1,XYLI1,NTD3,TMDS,URIDK2r_copy1,URIDK2r_copy2,DCMPDA,DUTPDP,DGK1,DTMPK,ALLTN,RNDR3,GTPCI,GTPCII,GTPDPK,TRDR,GLYK,GPDDA1,GPDDA2,GPDDA4,PHCYT_BS,G3PCT,RNDR4,UAG2EMA,UDPG4E,UDPGD,UAG2E,ALAALAr,CDPMEK,MECDPDH2,UAGPT3,UDCPDP,UGMDDS,UAG4E,ADSL2r,ASPT,FUM,SUCD1,ASP1DC,ASPCT,OCBT_1,ASAD,CS,ICDHyr,MCITS,MDH,OXGDC,PPCK,AIRC1,CHORS,ICHORS,ABUTD,SSALy,ACGK,ACODA_1,AGPR,LAAL11,LAAL15,LAAL17,LAAL2,LAAL25,LAAL30,LAAL39,LAAL40,LAAL5,LAAL6,LAAL7,UAMAS,ADPDA,APATi,FOLR2,FOLD3,G5SD,UAMAGS,GLUTRR,HISTP,IGPDH_1,DHAD2,LAAL18,LAAL13,LAAL14,LAAL16,OMCDC,ARGN_1,LAAL24,LAAL26,LAAL27,PPNDH,GARFT,PGCD,LAAL29,LAAL31,PPND,DHAD1,IPPS,LAAL12,MOHMT,FMETTRS_1,FTHFD,PRMICI,ACKr,AGDC,AHSERL3,APSR,FDMO_1,FDMO2_1,FDMO3_1,FDMO4_1,FDMO5_1,FDMO6_1,HEMECS,LAAL9,PAPSR,SHSL1,SLCYSS,SULR_1,LAAL1,LAAL3,LAAL4,HCO3E,ALCD19y,ALCD19_L,MEPCT,BTS_1,LDH2,DAPE,LYSDC,FORAMD,IZPN_1,GALKr,G1PPDM,GLCP,GLGC,PGMT,PGAMT,LAAL41,LAAL8,MTHFD,ACCOAC,DPCOAK,G3POA_BS,HIBHr,KAS1,KAS10,KAS11,KAS12,KAS13,KAS17,KAS2,KAS3,KAS4,KAS5,KAS6,KAS7,KAS8,KAS9,MALTATr,THRD,URCN,DHAD3,NADK5,NADK3,CYTK2,NADK4,G5SADs,PRO1x,PNTK,PPCDC,PRAIS_1,ALDD1,OCOAT1,CHOLD2,FMNAT,SORD_D,HSK,LAAL10,THRD_L,UAGCVT,PAP_BS,DKMD2K,GLXO1,GCALDD,GLXCBL,PGLYCP,UGLYCH,IPDDI,IPDPS,PPTT,PPBNGS,CPPPGO,DM1PE,HACD9,PPCOAC,HACD1_1,ACOAD1,HACD2,ACOAD2,HACD3,ACOAD3,HACD4,ACOAD4_1,HACD5,ACOAD5_1,HACD6,ACOAD6,HACD7,ACPpds,ALDD3,PPAKr,ACLDC,BTDD_RR,ACOAD7,DAGK_BS,ALDD14,ALDD16,ALDD18,HSDy,SHSL4r,HIBD,HACOADr,ACOADH2,ACOAD20,BUTKr,SUCBZS,SDPDS,FMNRy,KARA2,KARA1,ALTRH,DKII,MNNH,26DPAi,DHDPRy,LCADi,MCA,ACNPLYS,ENO,PSCVT,GLYALDDr,INS2D,RMK,GLYCK,PGM,DHQS,FFSD,RAFH,SBTD_D2,SUCR,XYLI2,PMANM,AB6PGH,G6PDH2r,G6PI,HEX1,MAL6PG,BGLA1,S6PG,TRE6PH,GLTPD,DKMD3M,OXADC,PENCAC,PMDPHT,RBFSb,GALCTD_1,GLCRD_1,HOXPRx,DHBD,PSP_D,ARAI,XYL14BASE,ADADir,NDPK6,AKP1,PTHPS,DHPPDA,DMPPS,UAAGDS,PANTS,ACONT,CHORM,UAPGR,HPPK,G1SAT,IPMD,IPPMIb,DPR,ADSK,SADT,ALDD4,ALDD6,SALADC2,FCLT_2,GALS1,GALS2,GALS3,GALS4,LACZ,G1Dx,GBEZY,GLCS1,PTPATi,ECOAH2c,MLTG1,PNTEH,APNPT,AHMMPS_1,BETALDHx,RBFK,HKM1PP,DHNPA_1,DMATT,FRTT,GGTT,GRTT,IPDPUPT,PPPGO,ECOAH9ir,ECOAH1_1,ECOAH2,ECOAH3,ECOAH4,ECOAH5_1,ECOAH6,ECOAH7,ALDD4x,TAGURr,DKI,MANAO,SHKK,MI1PP,RMI,TARTDC,DHQTi,ISOMS,MALT,MLTG2,MLTG3,MLTG4,MLTG5,MLTG6,MLTG7,MPL,PGMT_B,BLACT,APRAUR,FLVR_1,D4DGCD,ALDD32,DHBS,ARABRr,ADK2,IPPMIa,HEMEDS,HEMEOS_1,HMPK1,GUI2,GUI1,SHK3Dr,TARTRDH,TMPHi,HEMEAS,PMPK,TMN,TARTRDH2,TMPPP,HETZK,TMPK
23CN2P1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3NUCLE1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADNK1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NTD7,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PUNP1,0,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADD,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
