,DM_5drib_c,5DOAN,ADD,ADPT,BTS5,CDGS1,CPPPGOAN2,DHXFUTC,PUNP1,TYRL,HXPRT,MTAP,GUAPRT,ORPT,PRPPS,AMAOTr,BACCL,DBTS,DPLPTAT,I2FE2SR,I2FE2ST,METAT,METOX1s,METOX2s,METTRS,CPH4S,CCGS,FLNDPR2r,POR5,4HBZR,BCR6pp,BUTAFDOR,FRDPPCR2,FRNDPR2r,GLUSz,HDR3,IOR2b,IOR3b,IORb,MECDPDH4,NADFADOR,NIT1b,OOR2r,POR,POR3b,PPAAFDOR,PPPGO2,PPPGO4,SULR3,UPPDC1,VOR1b,VOR2b,VOR3b,DHNAS,FUTH,ADNK1,AHCi,PPM,THZPSN3,TYRTA,ADSS,FUTS,IMPC,IMPD,MTRI,SPMS,ADOCBLS,ANPRT,ATPPRT,GK1,GLUPRT,GMPS2,LDGUNPD,NAMNPP,NNDPR,NTPP2,UPPRT,DHORD5,OMPDC,ADPRDP,RBK,RPI,TKT1,2AGPEAT140,2AGPEAT160,2AGPEAT161,2AGPEAT181,2AGPGAT140,2AGPGAT160,2AGPGAT161,2AGPGAT181,ACACT1r,ACACT2r,ACACT3r,ACACT4r,ACACT5r,ACACT6r,ACACT7r,ACACT8r,ACCOAC,ACGS,ACITL,ACOAD1f,ACOAD2f,ACOAD3f,ACOAD4f,ACOAD5f,ACOAD6f,ACOAD7f,ACOAD8f,ACOATA,ACOTA,ACS,ADCS,ADCYRS,ADK3,AICART,AKGDH,ALAR,ALATA_L,AMMQLT8,ANS,ARGSL,ASNS1,ASPK,ASPTA,BMOCOS,BMOGDS2,BSCT,BWCOS,BZSCD,BZSCT,CBLAT,CBPAH,CBPS,CHORS,CITMS,CS,CSPMDDC,CTPS1,CTPS2,CYRDAS,CYSLY3,CYSS,DAPDC,DHFR,DHNAOT4,DLTO,DPCOAK,FACOAE140,FACOAE160,FACOAE161,FADMQOR,FCLT,FDH5r2pp,FESR,FMETTRS,FMNAT,FRD2rpp,G1PACT,GALUi,GARFT,GCCb,GDPTPDP,GF6PTA,GHMT2r,GLCS1,GLNS,GLUDy,GLUR,GLUSx,GLYCTO3,GLYTA,HCITS,HEMEOS,HISTD,HMGL,HSERTA,I2FE2SS,I2FE2SS2,I4FE4SR,I4FE4ST,ICYSDS,IG3PS,ILETA,IPPS,KAS15,LACD,LALGP,LDAPAT,LEUTA,MBCOAi,MCITS,MCOATA,METS,METSOXR1,METSOXR2,MMM2,MOCOS,MOGDS,MOHMT,MPTG,MPTG2,MTHFC,MTHFD,MTHFR,MTHFR3,NADH10,NADH17pp,NADPHQR3,NDPK1,NDPK2,NDPK3,NDPK4,NDPK5,NDPK7,NDPK8,OCOAT1,OCOAT2r,OCOAT3r,OGCOAAT,OGMEACPS,OHPBAT,ORNTAC,P5CD,P5CR,PBUTT,PCMEH3pp,PDH,PDX5PO2,PGPP140,PGPP160,PGPP161,PGPP181,PHETA1,PPCSCT,PRASCSi,PRFGS,PSD140,PSD160,PSD161,PSD181,PSP_L,PTA2,PTAr,PUTA3,RBFSb,SELCYSLY3,SERAT,SHCHF,SSCOARy,STPT1,STPT2,SUCBZT1,SUCBZT2,SUCOAACTr,SUCOAS,THRA2,THRA,THRS,TMPK,TRPS1,TRPTA,UACGAMOAT,UDCPDPS,UDPKAAT,ULA4NFT,VALTA,VCACT,VCOAD,WCOS,DM_amob_c,5HBZIDMT,AOXSr2,CFAS160E,CFAS160G,CFAS180E,CFAS180G,CPC2MT,CPC3MT,CPC4MT,CPC5MT,CPC6MT,MALCOAMT,UPP3MT,SPODM,ACAFDOR,ADK2,ALCD2x,ALDD2x,CBIAT,GTPCI,PPA2,PPK2,CDGR,ACHBS,ACLS,ACPS,ACPS1,ACS2,ADCL,ALAD_L,BCOALIG,BCOALIG2,CYSTL,DHDPS,DXPS,FACOAL100t2pp,FACOAL120t2pp,FACOAL140t2pp,FACOAL141t2pp,FACOAL160t2pp,FACOAL161t2pp,FACOAL180t2pp,FACOAL181t2pp,FACOAL60t2pp,FACOAL80t2pp,MCITL2,ME2,OBDHc,OIVD1r,OIVD2,OIVD3,PACCOAL,PACCOAL2,PACCOAL3,PC,PPDK,PPS,PYK,SERD_L,CODH4,CHDCCH,ALCD4,BUTKr,DHFS,GLU5K,GLUTRS,HSTPT,ICDHyr,PSERT,LPD5,PPNDH,PPND,DMPPS,IPDPS,MECDPS,G3PD,GLUTCOADHc,N2OR,MOSDC,PPCOAC,THRD_L,ALCD3ir,PPAKr,CYTBD2pp,CYTBMQOR2pp,CYTMQOR3pp,HYD4pp,NO3R2pp,NORZpp,NTRIR4pp,SULR2pp,APSR,AHSERL2,UPP3S,OMCDC,DHAD1,IBTMr,DHAD2,ALCD19,TMPPP,TYRTRS,ADSL1r,GDPDPK,MAN1PT2,RNDR2,ENO,PEPCK_re,PPCK,PSCVT,ACBIPGT,RZ5PP,PRAIi,PRATPP,HMPK4,PPGPPDP,SADT2,PRAGSr,NTPP11,CDGUNPD,NNAM,NNATr,NNDMBRT,QULNS,CSND,UMPK,DHORTS,A5PISO,DB4PS,GND,RPE,FBA,GAPD,S7PI,TALA,TKT2,TPI,APH140,FA140ACPHi,APH160,FA160ACPHi,APH161,FA161ACPHi,APH181,HACD1,HACD2,HACD3,HACD4,HACD5,HACD6,HACD7,HACD8,HCO3E,ACGK,ACONTa,MDH,ECOAH1,VACOAI,ECOAH2,ECOAH3,ECOAH4,ECOAH5,CTECOAI6,ECOAH6,CTECOAI7,ECOAH7,CTECOAI8,ECOAH8,3OAS100,3OAS120,3OAS121,3OAS140,3OAS141,3OAS160,3OAS161,3OAS180,3OAS181,3OAS60,3OAS80,AACPS1,AACPS2,AACPS3,AACPS4,AACPS5,AACPS6,AACPS7,AACPS8,AACPS9,ACPPAT120,ACPPAT140,ACPPAT141,ACPPAT160,ACPPAT161,ACPPAT180,ACPPAT181,AGPAT120,AGPAT140,AGPAT141,AGPAT160,AGPAT161,AGPAT180,AGPAT181,EDTXS1,EDTXS1N,EDTXS2,EDTXS2N,FA100ACPHi,FA120ACPHi,FA141ACPHi,FA80ACPHi,KAS14,MACPD,OPMEACPS,U23GAAT,U23GAATN,UAGAAT,UAGAATN,AGPR,ACKr,UHGADA,UHGADAN,ADCPS1,ADCPS2,CYRDAAT,BMOGDS1,BWCOGDS1,BWCOGDS2,CPMPS,DGUNC,GTPCII2,GTPDPK,MAN1PT,ADSL2r,4PCP,AGM4PCP,ALAALAr,ALAALAD,ALATRS,AM4PCP,UAMAS,UM4PCP,ARGDC,ARGSS,ARGTRS,ASPT,BZSS,FUM,ASNTRS,ASAD,ASP1DC,ASPCT,ASPO2,ASPTRS,PPC,MPTAT,MPTS,HMPSCD,PICH,SSALy,NTPTP1,AGMDA,CSPMDDH,MCCC,OCBT,CHORM,CITCIa,DASYN120,DASYN140,DASYN141,DASYN160,DASYN161,DASYN180,DASYN181,HMPK2,KDOCT2,MEPCT,NTPP4,PPNCL,CPC8MM,CYRDAR,CYSTRS,SULR,DAPE,LADGMDH,LYSTRS,FOLR2,TMDS,OCTDPS,LCD,LacR,PTPATi,FESD1s,FESD2s,RBFK,PGAMT,UAGDP,G1PTT,GLCP,GLCTR4,GLCTR4N,GLGC,HMPK3,NTPP8,PGMT,UDPG4E,UDPGD,UGLT,GART,GCCa,GCCc,FBP,HEX7,MAN6PI,PGI,GLYTRS,PSSA120,PSSA140,PSSA141,PSSA160,PSSA161,PSSA180,PSSA181,SERTRS,GLNTRS,PGLUSYN,UAMAGS,GCALDD,GLYCLTDx,GRTT,HISTP,HISTRS,MGCH,HSDy,MOADSUx,IGPDH,PRMICI,ILETRS,IPPMIb,3OAR40,ALAGLUE,DHDPRy,LEUTRS,MCITD,TRDR,MME,DPR,UAGPT3,UDCPDP,FTHFCL,LPADSS,LPADSSN,RNDR4,UPLA4FNT,CYTK1,RNDR3,DTMPK,NTPP7,DGK1,NTPP1,CYTK2,NTPP3,DADK,NTPP5,RNDR1,4HBCOAH,GHBDHy,3HOPCD,OGMEACPR,PDX5PS,PERD,G5SADs,PRO1y,PROTRS,PGSA140,PGSA160,PGSA161,PGSA181,PHETRS,AIRCr,PRAIS,G5SD,RBFSa,SELNPS,SHCHD2,THRPDC,BZDH,VNDH_2,PHEPC,THRTRS,IGPS,TRPTRS,UACGAMDH,UDPGDC,VALTRS,HVCD,VECOAH,5HBZIDS2,PMEACPE,SHCHCC,CPC6R,ADOCBIK,DNTPPA,KARA2,KARA1,BPNT,DHPS2,DXPRIi,MICITDr,ACNPLYS,DDPA,KDOPS,UAGCVT,HOCCD,GLUTRR,ACONTb,PGCD,DMATT,CDPMEK,CMPDAi,G3PD1ir,GLYK,NORRDX,3MMD,CYTBCYTC,CYOO2pp,NO3R3pp,PPCCYTC1pp,ASR2,HMBS,IPMD,PMPK,GMAND,PMANM,PGM,SHKK,PRAMPC,NADS1,G3PD2,ACGAMT,PAPPT3,USHD,USHDN,PGL,PFK,PGK,GMHEPK,E4PD,EAR140x,EAR140y,EAR160x,EAR160y,EAR161x,EAR161y,3OAR100,EAR80x,EAR80y,3OAR120,EAR100x,EAR100y,3OAR121,T2DECAI,3OAR140,EAR120x,EAR120y,3OAR141,EAR121x,EAR121y,3OAR160,3OAR161,EAR141x,EAR141y,3OAR180,3OAR181,3OAR60,EAR40x,EAR40y,3OAR80,EAR60x,EAR60y,APH141,APH180,APH120,APG3PAT120,APG3PAT140,APG3PAT141,APG3PAT160,APG3PAT161,APG3PAT180,EAR180x,EAR180y,APG3PAT181,EAR181x,EAR181y,MOAT2,MOAT2N,HEPT1,LIPAabcpp,HEPT1N,2AGPEAT120,2AGPGAT120,2AGPEAT141,2AGPGAT141,EGMEACPR,OPMEACPR,3HAD140,UAG2E,DHPPDA2,4PEPTabcpp,AGM4PA,AM4PA,UM3PL,AGM3PA,AGM3PH,AGM4Pt2pp,UGMDDS,AGM4PH,AM3PA,UAPGR,UM4PL,PANTS,CBMKr,MPTSS,CITCIb,DAGK120,PGSA120,DAGK140,DAGK141,PGSA141,DAGK160,DAGK161,DAGK180,PGSA180,DAGK181,KDOPP,MOAT,MOATN,PNTK,PPCDC,UAAGDS,3PEPTabcpp,DCMPDA,DUTPDP,TDPGDH,HEPT2,HEPT5,HEPT2N,HEPT5N,G6PDH2r,HEX1,GLA,UDPGLDC,AMPMS2,UPLA4FNF,HEX4,PSD120,PSD141,PSD180,DHNPA2r,IPPMIa,3HAD40,TDSK,TDSKN,NDPK6,UDCPPtppi,OCHCCH,OGMEACPD,PMDPHT,SELCYSS,BZALDH,PHEPS,ALCD1,EPMEACPR,DNMPPA,HPPK2,DHQS,G1SAT,RDXR,PPBNGS,HMPK1,GDMANE,SHK3Dr,GMHEPPA,3HAD160,3HAD161,3HAD100,3HAD80,3HAD120,3HAD121,3HAD141,3HAD180,3HAD181,3HAD60,2AGPEAT180,2AGPGAT180,K2L4Aabcpp,AGMHE,OPMEACPD,UACMAMO,APRAUR,AGMH,ANHMK,AGM3Pt2pp,ACGAMK,PGPP120,PGPP141,PGPP180,TDPDRE,GM1LIPAabcpp,GM2LIPAabcpp,AMALT1,AMALT2,AMALT3,AMALT4,ULA4Ntppi,DHQTi,ROO,GOFUCR,GMHEPAT,AGMt2pp,TDPDRR,MOTH1,MOTH2,MOTS1,MTI,MOTH3,MOTS2,MOTH4,MOTS3,MOTS4
DM_5drib_c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5DOAN,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADD,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADPT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
