,13BGH,13GS,GLUK,HEX1,SBTR,GALUi,NDP7,NDPK2,RNDR4,UDPG4E,UGLT,UMPK,DGGH,G6PI,G6PI3,GALS3,GLCGSD,MALT,TREH,G6PDH2r,MI1PS,PGI,PGMT,TRE6PS,MELTGH,SBTD_D2,16GS,CTPS1,CTPS2,ERGSTGLCT,GALT,GLCP,GLCS2,GLYGS,MEVK4,RNTR4,UDPACGLP,UTPH1,CHTNS,NTD2,NDPK6,TRDR,URIDK2r,GALKr,OMPDC,UPPRT,URIK1,URIK2,AATA,ABTA,ADCS,AGAT_SC,AGTi,AHSERL,ALATA_L,ANS,ARGSL,ARGSS,ASNN,ASNS1,ASPTA,C3STKR2,CBPS,CYSS,CYSTGL,CYTDK2,CYTK1,CYTK2,DADK,DAGCPT_SC,DASYN_SC,DCMPDA,DGK1,DTMPK,EHGLAT,ERGSTESTH_SC,ETHAPT_SC,GBEZ,GF6PTA,GHMT2r,GK1,GK2,GLNS,GLUN,GLUPRT,GLUSx,GMPS2,GSNK,GTPH1,GUAPRT,HCYSMT,HISTD,HKYNH,IG3PS,ILETA,KYN,LEUTA,LPCAT_SC,LPP_SC,LSERDHr,METS,MHPGLUT,NDP3,NDP4,NTRLASE2,NTRLASE3,OHPBAT,ORNTA,P5CR,PCDAGAT,PDE2,PDE4,PDE5,PHETA1,PINOS_SC,PLD_SC,PMETM_SC,PPNCL2,PRAGSr,PRASCSi,PRFGS,PSERS_SC,PSP_L,RBFSb,SACCD1,SACCD2,SLFAT,THFGLUS,THRA2,THRA,THRS,TMDK1,TMDS,TRE6PP,TRIGS_SC,TRPS1,TRPTA,TYRTAi,UNK3,VALTA,ZYMSTESTH_SC,EPMGH,GALIGH,GGLGH,FBP,FBP26,G6PDA,HEX7,MAN6PI,PFK,PFK26,TALA,TKT2,PGL,MI1PP,RAFGH,CHLPCTD,DOLK,MEVK2,NDPK3,PETHCT,RNTR3,DHFS,GLU5K,GLUCYS,GLUDC,GLUDxi,GLUDy,GLUTRS,HSTPT,PSERT,HMGCOAR,PMEVK,DUTPDP,ACGAMPM,CHTNDA,PYNP2r,DCTPD,PAPSR,RNDR1,RNDR2,RNDR3,RNTR1,RNTR2,THIORDXi,DURIK1,NTD1,ORPT,CSND,DURIPP,PRPPS,YUMPS,CYTD,ADK3,ATPATF3,NDPK1,AASAD1,AASAD2,ICDHyr,TAUDO,AABTN,SSALy,THZPSN1_SC,THZPSN2_SC,ADCL,CHORS,ACGAM6PS,ACOATA,ACS,ADHAPR_SC,CSNATr,DAGPYP_SC,DESAT16,DESAT18,DESAT18_2,FACOAL140,FACOAL141,FACOAL160,FACOAL161,FACOAL180,FACOAL181,FACOAL182,FAS100COA,FAS120COA,FAS140COA,FAS160COA,FAS180COA,GAT1_SC,HMGCOAS,HSERTA,MCOATA,PAK_SC,GLYAT,GLYTRS,GTHS,ICL,PC,PYRDC,PYRDC2,UGLYCH,METAT,METTRS,ALATRS,CHRPL,CYSTL,D_LACDcm,GTMLT,L_LACD2cm,PYK,SERD_L,ANPRT,ADSL1r,ADSL2r,ARGN,ARGTRS,DHORDfum,FUM,FUMAC,ADSS,ASPCT,ASPK,ASPOcm,ASPTRS,OCBT,ASNTRS,MDH,PPCK,C3STDH2,CHLSTI,SAM24MT,ZYMSTAT_SC,ACCOAC,HCO3E,UREASE,CYSTRS,METB1,SERAT,SHSL1,SULR,2HBO,CYSTS,SHSL4r,CMPN,NTD4,NDPK7,NTD3,NDPK8,NTD6,IPCS124_SC,IPCS126_SC,IPCS224_SC,IPCS226_SC,IPCS324_SC,IPCS326_SC,MIP2CS124_SC,MIP2CS126_SC,MIP2CS224_SC,MIP2CS226_SC,MIP2CS324_SC,MIP2CS326_SC,PI45BPP_SC,PLBPC_SC,TAGL_SC,NDPK5,NTD8,NTP4,NDPK4,NTD5,ERGSTAT_SC,FA140ACPHi,FA160ACPHi,FA161ACPHi,FA180ACPH,FA181ACPH,FAS160,FAS161,FAS180,FAS181,FAS240_L,PETOHM_SC,PGAMT,AICART,DHFR,FTHFLi,GARFT,MOHMT,MTHFD,MTHFD2i,MTHFR3,SERPT,SERTRS,TYRNFT,DOLPMTcer,MEVK3,MIPCS124_SC,MIPCS126_SC,MIPCS224_SC,MIPCS226_SC,MIPCS324_SC,MIPCS326_SC,NTD9,NTP3,GLNTRS,IMPD,XPPT,PUNP3,GNNUC,PUNP4,AHCi,AHSERL2,AMAOTr,ARMT,HISTP,HISTRS,3HAO,KYN3OX,IGPDH,PRMICI,3MOPDC,ILETRS,FKYNH,4MOPDC,LEUTRS,OMCDC,4HTHRS,G5SADs,PROTRS,PHETRS,PPNDH,PPYRDC,PIN3K_SC,PIN4K_SC,CHOLK,MFAPS_SC,PNTK,PPCDC,AIRCr,PRAIS,RBFK,RBFSa,LYSTRS,ADSK,SADT,ACALDCD,ALCD2ir,ALCD2x_copy2,ALDD2y,ATHRDHr,HSK,THRD_L,THRTRS,TMDPP,FBA,GAPD,IGPS,TKT1,TPI,TRPO2,TRPTRS,INDPYRD,PPND,PPND2,TYRTRS,DKMPPD2,3MOBDC,IPPS,VALTRS,HEX4,ALCD19y,G3PT,GLYCDy,GLYK,FRUK,PMANM,DDPA,FBA3,PFK_3,RPE,XYLK,GND,IPC124PLC_SC,IPC126PLC_SC,IPC224PLC_SC,IPC226PLC_SC,IPC324PLC_SC,IPC326PLC_SC,ETHAK,PSPHPL,SPHPL,G5SD,G5SD2,PGCD,ACACT1r,CERS124,CERS126,CERS224,CERS226,DIAT,DPCOAK,EPISTAT_SC,FAS100,FAS120,FAS140,FAS141,FAS260,FAS80COA_L,FAS80_L,FECOSTAT_SC,GAT2_SC,GLPT,LANOSTAT_SC,MALS,MEVK1,OHACT1,OHACT2,OHACT3,OHACT4,OHACT5,PEPAT,SPMDAT1,DPMVD,PNP,PPM,PUNP1,PUNP5,PUNP7,BPNT,AACTOOR,APRTO2,ARAB14LO,DHORDi,GTHPi,PDX5POi,POLYAO,POLYAO2,POLYAO3,PYAM5PO,PYDXNO,PYDXO,DCYTD,ADPT,ATPPRT,DHORD4i,HXPRT,NAPRT,NNDPR,PUNP2,PUNP6,AMPN,RBK,RPI,ATPATF2,GTPCI,GTPCII,MAN1PT,ACONT,NABTNO,TMPPP,CHORM,PSCVT,FA120ACPHi,FA141ACPHi,FA182ACPH,ACHLE1,ACHLE2,ACHLE3,DESAT14,EPISTESTH_SC,FECOSTESTH_SC,LANOSTESTH_SC,G3PD1ir,GPDDA1,HSDxi,HSDy,AOBUTDs,FALDH,LGTHL,SFGTHi,ALCD2x_copy1,BTDD_RR,ALLTAHr,3IPM3MT,ACON3MT,ADMDC,DIPS,NNMT,UPP3MT,CCP2m,CYOOm,GLYOX,GTHOr,LCADi,ENO,PRAIi,ORNDC,DHORTS,MACACI,AMPDA,IMPC,INSK,PDE3,FMNATm,FRDm,QULNS,SUCD1m,SUCD3_u6m,C4STMO2,C8STI,ALPHNH,2HBt2,DADA,MIP2C124PLC_SC,MIPC124PLC_SC,MIP2C126PLC_SC,MIPC126PLC_SC,CERH124_copy1,CERH124_copy2,MIP2C224PLC_SC,MIPC224PLC_SC,CERH126_copy1,CERH126_copy2,MIP2C226PLC_SC,MIPC226PLC_SC,CERS324,MIP2C324PLC_SC,MIPC324PLC_SC,CERS326,MIP2C326PLC_SC,MIPC326PLC_SC,PI4P5K_SC,FTHFI,MTHFC,DB4PS,LNS14DM,LNS14DMx,DPR,FTHFCL,3DSPHR,NFTYROX,DOLPMMer,NTD10,GUAD,ADA,ADNK1,ADNUC,DBTS,QUILSYN,PRAMPC,ALCD22xi,ALCD22yi,FDH,FDNG,ALCD24xi,ALCD24yi,IPMD,ALCD25xi,ALCD25yi,ALDD19xr,PI3P4K_SC,PI3P5K_SC,PANTS,PTPATi,AHMMPS,FMNAT,FMNRx,FMNRx2,PMDPHT,DHAK,FBA2,MGSA,DPGM,PGK,ALCD26xi,ALDD20y,34HPPOR,MDRPD,ALCD23xi,ALCD23yi,IPPMIb,DHQS,XYLTD_D,SLCBK2,SLCBK1,PGM,PSPHS,SPRMS,LNSTLS,SPMS,DMATT,FRTT,GGTT,GRTT,IPDDI,NADN,NNAM,RNMK,ADD,MTAP,NTD7,NTD11,CAT,LALDO3,ARAB1D2,PYDXK,PYDXNK,ALDD22x,DXHPScm,PYDAMK,HYPOE,PRATPP,2HMHMBQMTm,CYOR_u6m,SUCD2_u6m,NNATr,AKP1,DNTPPA,DROPPRy,HETZK,PMPK,THMP,TMPK,SHKK,C5STDS,ASAD,ALLTN,IPPMIa,SHCHD,UPP3S,4HBZCOAFm,4HBZFm,4HGLSDm,ABUTDm,ACOAHim,ACPSm,ALDD20xm,ALDD20ym,ALDD2xm,ALDD2ym,CSm,DDPAm,D_LACDm,FUMm,G5SADrm,GHMT2rm,GLYOXm,GTHPm,HACNHm,HCITSm,HCO3Em,HEMEOSm,HMGCOASm,IPPSm,MCITDm,MCITSm,MTHFCm,NADNm,NADPPPSm,NNAMrm,P5CDm,PGPPAm_SC,PHCDm,PHCHGSm,PPAm,PYR5CDm,THFATm,THIORDXm,2HPMBQMTm,3DH5HPBMTm,ACCOACrm,ACGSm,AKGDam,ATPS3m,CDPDGPm_SC,CLPNSm_SC,DASYNm_SC,DHNPAm,DPCOAKm,FCLTm,FMETTRSm,GCC2am,GCC2cm_copy1,GCCam,GCCcm,HICITDm,HPPKm,HPROxm,HPROym,MDHm,NADKm,OXAGm,GCC2cm_copy2,PRO1xm,PSERSm_SC,RBFKm,HGNTOR,ADK1m,G3PDm,ITCOALm,SUCOASm,MCITL2m,NADH2_u6cm,NADH2_u6m,C3STKR1,PI45BP5P_SC,C14STR,C24STRer,CERASE124er,CERASE126er,CERASE224er,CERASE226er,SQLEr,SQLErx,BTSr,PI35BP5P_SC,HMPK1,DRTPPD,MTRI,DHQTi,XYLR,SQLS,NMNAT,2HPMMBQMOm,34HPLFM,ACHBSm,ACLSm,AGPRim,ALASm,ALCD22xim,ALCD23xim,ALCD24xim,ALCD25xim,ALCD26xim,ALCD2irm,DHFRim,DPRm,FAS100ACPm,FAS120ACPm,FAS140ACPm,FAS141ACPm,FAS160ACPm,FAS161ACPm,FAS180ACPm,FAS181ACPm,FAS182ACPm,FAS80ACPm_L,G3PD1irm,GTHOm,KARA1im,KARA2im,NAPRTm,NMNATm,NNATm,NNDPRm,OMCDCm,PSERDm_SC,PTPATim,TRDRm,NADS1,DNMPPA,TMN,TMDPK,TMDPPK,SHK3Dr,C22STDS,C22STDSx,SHCHF,HMBS,UPPDC1,2HP6MPMOm,ACACT1m,ACOATAm,COUCOAFm,CSNATm,DHAD1m,DHAD2m,DHPSm,HEMEOMOm,MCOATAm,PPPGOm,T4HCINNMFM,ACSm,AKGDbm,HBZOPT6m,OBDHm,PDHm,EHGLATm,GLYCLm,ICDHxm,ME1m,MTHFDm,ACONTm,ASPTAm,PUNP1m,PUNP3m,ALATA_Lm,ME2m,FTHFLmi,GCC2bim,GCCbim,ACOTAim,ICDHym,ILETAm,LEUTAm,TYRTAim,3HPH5MBDCm,VALTAim,ACONT3m,FTHFCLm,THRD_Lm,GLUTRSm,ORNTACim,ARGTRSm,ASNTRSm,ASPTRSm,FOLD3m,HISTRSm,ILETRSm,LEUTRSm,LYSTRSm,METTRSm,PHETRSm,PPTTm,THRTRSm,TRPTRSm,TYRTRSm,VALTRSm,ACGKm,ADK3m,ADK4m,C3STDH1,C4STMO1,CERS124er,CERS126er,CERS224er,CERS226er,G6PDH2er,SBPP1er,SBPP2er,BACCL,PPBNGS,CPPPGO
13BGH,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13GS,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GLUK,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HEX1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
